page_id,page_title,view_count,protection_level,protection_expiry,page_length,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories
45381143,Merle Flowers,9582,unprotected,,2197,Fewer than 30 watchers,,0,33,25,0,0,4
16084807,Petar Popović (chess player),9581,unprotected,,2939,Fewer than 30 watchers,,1,37,46,0,0,3
25832478,Paul Seabury,9568,unprotected,,4428,Fewer than 30 watchers,,1,30,54,3,1,15
42611138,Italy–Yemen relations,9562,unprotected,,1159,Fewer than 30 watchers,,1,50,28,1,1,8
38646355,Bhuvanaikabahu IV of Gampola,9515,unprotected,,2283,Fewer than 30 watchers,,0,100,15,0,0,3
30738822,Maciachini (Milan Metro),9448,unprotected,,1982,Fewer than 30 watchers,,1,37,30,0,0,3
13124375,Portaje,9349,unprotected,,1870,Fewer than 30 watchers,,3,24,40,0,0,10
49990639,Across the Dead-Line,9348,unprotected,,4049,Fewer than 30 watchers,,1,18,18,0,0,7
38412784,Ron Hadfield,9342,unprotected,,4127,Fewer than 30 watchers,,1,45,50,1,1,7
50182248,"Watford Borough Council election, 2016",9342,unprotected,,68,Fewer than 30 watchers,,0,0,1,0,0,
24536793,Keith Carter (swimmer),9297,unprotected,,7207,Fewer than 30 watchers,,0,76,122,0,0,3
10638938,British Society for Plant Pathology,9274,unprotected,,2801,Fewer than 30 watchers,,3,26,45,0,0,8
23802865,Secret Green,9262,unprotected,,2111,Fewer than 30 watchers,,0,37,56,0,0,6
29195318,2010–11 A-League National Youth League,9253,unprotected,,104,Fewer than 30 watchers,,0,3,1,0,0,
27140369,Gianpaolo Castorina,9237,unprotected,,5013,Fewer than 30 watchers,,0,30,26,0,0,5
35534569,Lex Plaetoria,9224,unprotected,,4648,Fewer than 30 watchers,,0,58,7,0,0,2
46927733,Dorothea-Maria Rosen,9211,unprotected,,4580,Fewer than 30 watchers,,2,40,35,1,1,2
9295202,"Grandview Township, Washington County, Ohio",9198,unprotected,,5775,Fewer than 30 watchers,,2,30,37,0,0,7
32714938,Qalandarabad,9142,unprotected,,1922,Fewer than 30 watchers,,0,12,20,1,1,6
2430557,Six Points,9127,unprotected,,445,Fewer than 30 watchers,,2,28,22,0,0,
38959487,Tilly Fleischmann,9123,unprotected,,18251,Fewer than 30 watchers,,0,54,55,0,0,10
1749714,Kennel Club Books,9112,unprotected,,76,Fewer than 30 watchers,,0,7,29,0,0,3
25496673,Guaraciaba do Norte,9106,unprotected,,5839,Fewer than 30 watchers,,0,21,33,0,0,7
48683698,Morton and Mayo,9092,unprotected,,10707,Fewer than 30 watchers,,2,60,51,0,0,3
39052370,Roman à tiroirs,9078,unprotected,,1281,Fewer than 30 watchers,,1,40,5,0,0,
18848707,Jonathan Chase,9066,unprotected,,300,Fewer than 30 watchers,,4,13,11,0,0,
14845161,Anna Maria Busse Berger,9062,unprotected,,5847,Fewer than 30 watchers,,0,36,95,0,0,16
8031855,N-211 road (Spain),9015,unprotected,,2555,Fewer than 30 watchers,,3,21,36,0,0,2
18926327,Allen Bares,9012,unprotected,,0,Fewer than 30 watchers,,0,0,,,,
21049307,Eric Loudoun-Shand,9000,unprotected,,7016,Fewer than 30 watchers,,4,21,62,0,0,10
18116160,Newton Reigny,8978,unprotected,,2172,Fewer than 30 watchers,,0,85,23,0,0,11
1719982,Cannanore (disambiguation),8966,unprotected,,492,Fewer than 30 watchers,,0,36,12,0,0,
659643,Seven Hills,8954,unprotected,,104,Fewer than 30 watchers,,0,13,29,0,0,5
20390920,Basatpur,8936,unprotected,,4213,Fewer than 30 watchers,,0,20,35,0,0,4
26919811,Harold Charles,8846,unprotected,,2400,Fewer than 30 watchers,,1,24,34,0,0,4
23007585,Fausta of Sirmium,8843,unprotected,,1228,Fewer than 30 watchers,,0,52,23,1,1,
10157658,Valiyavila,8837,unprotected,,6212,Fewer than 30 watchers,,0,80,62,0,0,14
38054781,Edge of Twilight (series),8822,unprotected,,3288,Fewer than 30 watchers,,0,25,25,0,0,
12950746,Koolu,8813,unprotected,,1484,Fewer than 30 watchers,,0,21,40,0,0,7
19741658,List of ambassadors of the United Kingdom to Georgia,8702,unprotected,,4606,Fewer than 30 watchers,,9,55,25,0,0,6
20339766,Lou Bauer,8697,unprotected,,1634,Fewer than 30 watchers,,0,23,22,0,0,3
32452041,Albert says... The Nature Knows Best,8680,unprotected,,63,Fewer than 30 watchers,,0,8,1,0,0,
1707269,"Prince Edward Island general election, 2000",8655,unprotected,,73,Fewer than 30 watchers,,0,2,1,0,0,
15566959,Stade des Ponts Jumeaux,8651,unprotected,,3012,Fewer than 30 watchers,,0,15,25,0,0,4
39559402,Norwich Canoe Club,8622,unprotected,,7113,Fewer than 30 watchers,,0,20,133,1,1,5
14596926,Heather Buchman,8599,unprotected,,6711,Fewer than 30 watchers,,0,14,83,0,0,5
25288255,Cyril Peacock,8592,unprotected,,7215,Fewer than 30 watchers,,0,32,46,0,0,3
40148695,Good Vibrations (miniseries),8588,unprotected,,2337,Fewer than 30 watchers,,0,30,20,0,0,4
19345695,Frederick Douglas Underwood,8585,unprotected,,7154,Fewer than 30 watchers,,1,22,34,0,0,6
7200799,Jonas Snäckmark,8565,unprotected,,2060,Fewer than 30 watchers,,5,22,115,0,0,6
45628340,List of Paraguayan women writers,8548,unprotected,,1697,Fewer than 30 watchers,,0,22,25,0,0,4
13161135,Villamayor de los Montes,8538,unprotected,,1996,Fewer than 30 watchers,,2,19,41,0,0,11
38309501,List of theatres in Serbia,8509,unprotected,,5604,Fewer than 30 watchers,,0,36,24,0,0,2
47319664,The Wick Local Nature Reserve,8461,unprotected,,1633,Fewer than 30 watchers,,0,22,5,0,0,2
48466294,Newport (steamboat),8453,unprotected,,32823,Fewer than 30 watchers,,0,20,24,0,0,
5193058,"Skåre, Norway",8412,unprotected,,7175,Fewer than 30 watchers,,1,38,16,0,0,8
49872243,Gregorio Sciltian,8385,unprotected,,2196,Fewer than 30 watchers,,0,47,14,0,0,20
36933162,Charles Angell Bradford,8374,unprotected,,6671,Fewer than 30 watchers,,0,17,58,0,0,8
25379910,Parrita,8361,unprotected,,4344,Fewer than 30 watchers,,2,36,26,0,0,8
21034335,Beckley Bog,8359,unprotected,,3120,Fewer than 30 watchers,,0,31,21,0,0,2
38584567,Liam Hackett (activist),8306,unprotected,,43,Fewer than 30 watchers,,0,4,1,0,0,
25948443,"Lithuanian presidential election, 1993",8300,unprotected,,68,Fewer than 30 watchers,,0,0,1,0,0,
42141402,Lindsay Irvine,8298,unprotected,,5590,Fewer than 30 watchers,,0,48,48,0,0,5
43928755,Robert Ellis Dudgeon,8297,unprotected,,7659,Fewer than 30 watchers,,0,54,29,0,0,16
4887423,Huberman,8242,unprotected,,570,Fewer than 30 watchers,,1,179,34,3,2,4
22144825,Håkan Bråkan,8233,unprotected,,3416,Fewer than 30 watchers,,2,35,39,0,0,7
31802798,Marius Stan (politician),8213,unprotected,,3305,Fewer than 30 watchers,,1,77,40,1,1,5
36371986,Luís Martins (footballer born 1963),8200,unprotected,,68,Fewer than 30 watchers,,0,3,1,0,0,
2297903,Wauchope,8194,unprotected,,1153,Fewer than 30 watchers,,7,62,18,0,0,
27064376,Alexander Frank,8191,unprotected,,0,Fewer than 30 watchers,,0,0,,,,
28842876,Malna,8190,unprotected,,4565,Fewer than 30 watchers,,0,19,9,0,0,4
8610539,Henry Graybill Lamar,8186,unprotected,,2373,Fewer than 30 watchers,,3,42,41,0,0,6
21881728,Lorna Dyer,8177,unprotected,,4671,Fewer than 30 watchers,,0,25,38,1,1,3
20947278,Peter C. Myers,8154,unprotected,,2647,Fewer than 30 watchers,,0,49,31,0,0,10
25569730,Jardim de Piranhas,8154,unprotected,,5192,Fewer than 30 watchers,,0,11,28,0,0,7
15567971,Altagène,8120,unprotected,,9447,Fewer than 30 watchers,,1,22,78,0,0,13
26274355,Jose de Sousa Campos,8117,unprotected,,1729,Fewer than 30 watchers,,0,12,21,0,0,3
31272715,Buddleja tibetica,8103,unprotected,,4613,Fewer than 30 watchers,,1,17,59,0,0,3
38797210,Peter Adriaens,8090,unprotected,,9518,Fewer than 30 watchers,,1,19,25,0,0,3
44331911,Malko Tarnovo Municipality,8067,unprotected,,2710,Fewer than 30 watchers,,0,39,9,0,0,10
29496576,Williamstown Town Hall,8051,unprotected,,1980,Fewer than 30 watchers,,0,19,18,0,0,2
22875818,Fire Was Born,8035,unprotected,,2100,Fewer than 30 watchers,,1,13,28,0,0,7
22906178,Elizabeth Kuti,8010,unprotected,,4204,Fewer than 30 watchers,,1,27,53,0,0,11
24052587,Ingazeira,7996,unprotected,,2624,Fewer than 30 watchers,,0,23,30,0,0,3
15451465,Jonathan Bliss,7986,unprotected,,2341,Fewer than 30 watchers,,1,25,23,0,0,2
47964891,Heteropsammia cochlea,7950,unprotected,,4040,Fewer than 30 watchers,,8,59,22,0,0,3
9210221,Raoul Wallenberg Committee of the United States,7944,unprotected,,3325,Fewer than 30 watchers,,1,48,34,0,0,5
11350621,Radio Cracker,7940,unprotected,,6792,Fewer than 30 watchers,,1,29,78,0,0,
15369432,Wolf Creek National Fish Hatchery,7934,unprotected,,4379,Fewer than 30 watchers,,0,30,39,0,0,3
34306486,Leonard Feather's Encyclopedia of Jazz,7915,unprotected,,2585,Fewer than 30 watchers,,0,20,5,0,0,5
19410139,Matthew Concanen,7909,unprotected,,4561,Fewer than 30 watchers,,2,12,79,0,0,12
23523304,Smedstorp Castle,7906,unprotected,,3077,Fewer than 30 watchers,,0,32,22,0,0,2
5994100,Krouse v Chrysler Canada Ltd,7830,unprotected,,6579,Fewer than 30 watchers,,1,45,39,0,0,3
352758,Akizuki Tanezane,7821,unprotected,,1741,Fewer than 30 watchers,,1,78,51,0,0,4
18315071,Minor Inscriptions of Kharavela,7815,unprotected,,8070,Fewer than 30 watchers,,0,89,40,5,2,4
16227471,Amdoukal,7807,unprotected,,1080,Fewer than 30 watchers,,1,26,17,0,0,5
12226073,Strass im Zillertal,7759,unprotected,,2789,Fewer than 30 watchers,,0,23,26,0,0,8
19472486,Dongdan Station,7753,unprotected,,46,Fewer than 30 watchers,,0,2,1,0,0,
24642601,Lake Beresford International Rowing Center,7750,unprotected,,60,Fewer than 30 watchers,,0,3,1,0,0,
49017004,Sosia (gens),7740,unprotected,,0,Fewer than 30 watchers,,0,0,,,,
14545971,Tredunnock,7737,unprotected,,3716,Fewer than 30 watchers,,0,31,51,0,0,8
29863349,Adams Streeter,7695,unprotected,,1639,Fewer than 30 watchers,,0,36,22,0,0,3
15702372,Le Thil,7679,unprotected,,1339,Fewer than 30 watchers,,0,4,48,0,0,9
15688426,Le Vernois,7667,unprotected,,1701,Fewer than 30 watchers,,0,20,42,0,0,9
1573973,Vega (crater),7658,unprotected,,5759,Fewer than 30 watchers,,0,38,36,0,0,
40967592,Turkmen National Theatre of Youth,7655,unprotected,,2274,Fewer than 30 watchers,,0,28,11,0,0,5
31214359,Andrea Bölk,7653,unprotected,,951,Fewer than 30 watchers,,2,18,14,0,0,3
47702165,Sitora Hamidova,7635,unprotected,,2424,Fewer than 30 watchers,,1,77,21,0,0,6
38682594,Elisabeth Hirsch,7632,unprotected,,7816,Fewer than 30 watchers,,4,48,70,0,0,7
37658705,Jagannathpur-Parulia,7606,unprotected,,2503,Fewer than 30 watchers,,0,41,17,2,2,8
34554210,Rocafort de Queralt,7594,unprotected,,3855,Fewer than 30 watchers,,0,18,35,0,0,8
31819967,Garnir relations,7548,unprotected,,5938,Fewer than 30 watchers,,2,52,18,0,0,2
16825300,Calhoun County Courthouse (South Carolina),7522,unprotected,,3739,Fewer than 30 watchers,,0,25,28,0,0,5
11630234,Harvey H. Johnson,7512,unprotected,,3018,Fewer than 30 watchers,,0,19,33,0,0,2
24929447,Finnish Congregational Church and Parsonage,7497,unprotected,,3295,Fewer than 30 watchers,,0,17,19,0,0,4
47602901,Devakar Falls,7480,unprotected,,1587,Fewer than 30 watchers,,0,157,19,0,0,7
15668673,Chatonnay,7468,unprotected,,1754,Fewer than 30 watchers,,0,19,43,0,0,10
44982044,The Psychic Nature of Being,7453,unprotected,,0,Fewer than 30 watchers,,0,0,,,,
27163869,Bou Hanifia,7452,unprotected,,2849,Fewer than 30 watchers,,0,20,15,0,0,6
13816184,Fossa (river),7435,unprotected,,1670,Fewer than 30 watchers,,2,50,33,2,1,5
42528138,"Montevallo, Missouri",7431,unprotected,,2370,Fewer than 30 watchers,,1,39,22,0,0,3
19987646,Grande Enciclopédia Portuguesa e Brasileira,7422,unprotected,,1465,Fewer than 30 watchers,,1,33,25,0,0,4
38377889,Mishen,7405,unprotected,,1828,Fewer than 30 watchers,,4,17,5,0,0,5
31655410,Viola libanotica,7387,unprotected,,1644,Fewer than 30 watchers,,0,42,14,0,0,3
27892070,"George Whitworth (footballer, born 1896)",7376,unprotected,,5422,Fewer than 30 watchers,,1,21,31,0,0,7
41174481,Joe Ferras,7369,unprotected,,3757,Fewer than 30 watchers,,1,14,27,0,0,4
15568652,Saint-Marien,7356,unprotected,,1814,Fewer than 30 watchers,,0,17,49,0,0,10
3828229,Paul Winslow (cricketer),7342,unprotected,,3860,Fewer than 30 watchers,,1,50,51,0,0,5
31005029,Gyöngyi Drávai,7298,unprotected,,4007,Fewer than 30 watchers,,1,22,27,0,0,5
2913424,LMS Stanier Class 5 4-6-0 44738-57,7259,unprotected,,84,Fewer than 30 watchers,,0,7,1,0,0,
31155122,Eze Collins,7259,unprotected,,0,Fewer than 30 watchers,,0,0,,,,
35904660,Bill Woodhouse,7233,unprotected,,1464,Fewer than 30 watchers,,0,17,21,0,0,2
24612614,Philippe Heberlé,7221,unprotected,,1543,Fewer than 30 watchers,,2,119,19,0,0,3
28497327,Solomiia Pavlychko,7210,unprotected,,4795,Fewer than 30 watchers,,4,40,54,0,0,12
24928412,Vytautas Paliūnas,7169,unprotected,,1233,Fewer than 30 watchers,,1,6,22,0,0,9
39965404,Aplow,7140,unprotected,,1960,Fewer than 30 watchers,,1,28,11,0,0,2
18935572,Unravelling,7134,unprotected,,1117,Fewer than 30 watchers,,7,42,15,0,0,
7304516,Giles Cooper Awards,7134,unprotected,,6175,Fewer than 30 watchers,,3,14,63,0,0,
47316938,Australian Trade Union Archives,7132,unprotected,,1843,Fewer than 30 watchers,,0,12,16,0,0,
12208132,Nicolás Rodríguez,7124,unprotected,,473,Fewer than 30 watchers,,3,31,55,4,3,
36466994,Lelei Fonoimoana,7116,unprotected,,2338,Fewer than 30 watchers,,1,50,24,0,0,4
30940850,Fiskum,7102,unprotected,,4769,Fewer than 30 watchers,,0,21,13,0,0,5
46196195,Floscopa scandens,7100,unprotected,,1022,Fewer than 30 watchers,,1,35,12,0,0,8
4944329,Katherine Hastings,7071,unprotected,,6612,Fewer than 30 watchers,,0,22,114,0,0,10
18706150,Berkshire Life Insurance Company Building,7041,unprotected,,4151,Fewer than 30 watchers,,0,20,30,0,0,9
133515,"Jackson Township, Northumberland County, Pennsylvania",7040,unprotected,,6828,Fewer than 30 watchers,,1,23,50,0,0,5
29240116,"Braim, Alberta",7020,unprotected,,5708,Fewer than 30 watchers,,0,8,18,0,0,5
15899753,Chevenon,7015,unprotected,,1781,Fewer than 30 watchers,,0,7,42,0,0,13
31140892,Made for Each Other (album),7006,unprotected,,69,Fewer than 30 watchers,,0,0,2,0,0,2
5241550,Hanyang University Station,6994,unprotected,,57,Fewer than 30 watchers,,0,0,1,0,0,
7599875,Botenlauben Castle,6982,unprotected,,3382,Fewer than 30 watchers,,2,66,45,0,0,
36326028,1964–65 Serie C,6947,unprotected,,6970,Fewer than 30 watchers,,2,15,18,0,0,2
37876103,Maurice Le Glay,6910,unprotected,,6642,Fewer than 30 watchers,,0,24,40,1,1,9
27456457,Robert L. Chidlaw-Roberts,6893,unprotected,,7829,Fewer than 30 watchers,,0,46,57,0,0,6
49852127,Russell Barlow,6877,unprotected,,6268,Fewer than 30 watchers,,0,16,22,0,0,5
12592055,Wayne's World (disambiguation),6859,unprotected,,1219,Fewer than 30 watchers,,0,33,20,0,0,
47034910,Francisco Rodríguez Zegada,6787,unprotected,,3420,Fewer than 30 watchers,,1,64,23,0,0,4
49951269,"United States Virgin Islands Republican caucus, 2016",6787,unprotected,,88,Fewer than 30 watchers,,0,12,2,0,0,
21243580,Pseudodracontium,6786,unprotected,,1057,Fewer than 30 watchers,,0,37,18,0,0,2
39010249,Dundee (surname),6772,unprotected,,945,Fewer than 30 watchers,,0,48,8,0,0,3
20041135,Arun Thakur,6768,unprotected,,3542,Fewer than 30 watchers,,0,25,23,0,0,4
2966447,Rougemont Airport,6726,unprotected,,1026,Fewer than 30 watchers,,1,12,33,0,0,3
38171430,Mahajamba River,6705,unprotected,,717,Fewer than 30 watchers,,0,17,17,0,0,3
40156379,"Robert Nairne, 1st Lord Nairne",6699,unprotected,,2757,Fewer than 30 watchers,,0,26,20,0,0,5
27015676,Evdokiya,6682,unprotected,,637,Fewer than 30 watchers,,0,91,10,0,0,5
2681934,Epsilon Sextantis,6656,unprotected,,6815,Fewer than 30 watchers,,2,23,31,0,0,3
32646297,Jeffrey R. Di Leo,6639,unprotected,,7209,Fewer than 30 watchers,,1,21,45,0,0,13
15633019,Poplar High School,6637,unprotected,,1743,Fewer than 30 watchers,,0,15,61,0,0,10
15614328,"Blue Grass Township, Scott County, Iowa",6621,unprotected,,3455,Fewer than 30 watchers,,0,14,17,0,0,5
41066086,"Kingsburg, South Carolina",6617,unprotected,,3108,Fewer than 30 watchers,,0,17,8,0,0,6
13441025,State of Play (conference series),6603,unprotected,,5116,Fewer than 30 watchers,,1,35,33,0,0,
15435318,Verdun-en-Lauragais,6601,unprotected,,1778,Fewer than 30 watchers,,0,17,53,0,0,13
47875305,Sierra de Híjar,6599,unprotected,,7440,Fewer than 30 watchers,,1,23,19,0,0,2
16109438,Sembé District,6595,unprotected,,3292,Fewer than 30 watchers,,1,33,9,0,0,6
15834141,Creaser Hotel,6592,unprotected,,2335,Fewer than 30 watchers,,0,11,26,0,0,5
45656723,G. L. P. Wren,6581,unprotected,,0,Fewer than 30 watchers,,0,0,,,,
25615773,Had-Sahary,6575,unprotected,,2883,Fewer than 30 watchers,,1,8,8,0,0,6
22836206,Gymnopleurus,6564,unprotected,,5979,Fewer than 30 watchers,,0,82,28,7,2,5
23643060,P.O. Sukhoy Homiel State Technical University,6561,unprotected,,62,Fewer than 30 watchers,,0,1,24,0,0,
41627730,MV Stena Nordica,6559,unprotected,,429,Fewer than 30 watchers,,3,14,7,0,0,3
15139748,Hugh IV of Rodez,6548,unprotected,,2219,Fewer than 30 watchers,,0,38,16,0,0,2
4972179,Blackpool Gate,6542,unprotected,,1590,Fewer than 30 watchers,,1,43,20,0,0,8
41933953,Kam Khan,6528,unprotected,,1759,Fewer than 30 watchers,,0,5,9,0,0,8
12793009,Aziz El Khanchaf,6513,unprotected,,1207,Fewer than 30 watchers,,0,10,37,0,0,3
16633924,18880 Toddblumberg,6510,unprotected,,9868,Fewer than 30 watchers,,1,9,78,1,1,2
16339155,Danny Gloor,6500,unprotected,,4667,Fewer than 30 watchers,,1,15,23,0,0,3
46383642,Brian Aldridge,6500,unprotected,,350,Fewer than 30 watchers,,2,35,3,0,0,
46873549,Goudarz Davoudi,6495,unprotected,,4054,Fewer than 30 watchers,,0,6,18,0,0,4
12837712,Lew Richie,6486,unprotected,,1760,Fewer than 30 watchers,,0,15,24,0,0,3
20732107,Daniel B. Cathcart,6450,unprotected,,1528,Fewer than 30 watchers,,1,18,25,0,0,8
34119133,W.C. Dodson,6425,unprotected,,5310,Fewer than 30 watchers,,3,27,20,0,0,3
49365794,Independent Group (Kenya),6423,unprotected,,1770,Fewer than 30 watchers,,1,17,3,0,0,
26458474,Percy Elland,6416,unprotected,,963,Fewer than 30 watchers,,0,7,13,0,0,
21035719,Hoeppner,6394,unprotected,,946,Fewer than 30 watchers,,1,40,23,0,0,3
23248973,Xerochloa,6393,unprotected,,2287,Fewer than 30 watchers,,1,14,19,0,0,7
15519634,1958 Wake Forest Demon Deacons football team,6359,unprotected,,3470,Fewer than 30 watchers,,3,14,27,0,0,5
17557292,Abdi Shire Warsame,6359,unprotected,,1572,Fewer than 30 watchers,,0,35,29,0,0,9
33268311,Massa Candida,6328,unprotected,,706,Fewer than 30 watchers,,1,43,17,0,0,3
26069433,Aïn Oulmane District,6325,unprotected,,2786,Fewer than 30 watchers,,1,17,7,0,0,5
15438126,"Montlaur, Aveyron",6309,unprotected,,2155,Fewer than 30 watchers,,0,18,55,1,1,14
48401254,"Queensland National Bank, Gympie",6306,unprotected,,22148,Fewer than 30 watchers,,0,24,32,0,0,6
766979,Little River (North Umpqua River),6304,unprotected,,74,Fewer than 30 watchers,,0,18,1,0,0,
35828882,Marco Gerini,6278,unprotected,,2109,Fewer than 30 watchers,,0,25,19,0,0,4
8025512,Tullaberga Island,6274,unprotected,,3179,Fewer than 30 watchers,,1,35,26,2,2,5
24779461,Nikos Soultanidis,6263,unprotected,,2977,Fewer than 30 watchers,,1,22,54,0,0,6
10368133,Tommy Neilson,6238,unprotected,,2860,Fewer than 30 watchers,,0,28,38,0,0,4
40141210,Trabzon Cup,6203,unprotected,,2189,Fewer than 30 watchers,,4,9,24,0,0,
42372485,John Wayland,6197,unprotected,,1642,Fewer than 30 watchers,,2,28,8,0,0,
48879284,"Kingscreek, Ohio",6188,unprotected,,1311,Fewer than 30 watchers,,0,18,11,0,0,3
18195508,Edwin Hurry Fenwick,6175,unprotected,,1252,Fewer than 30 watchers,,1,36,33,0,0,6
42296875,John Martin (bibliographer),6171,unprotected,,5086,Fewer than 30 watchers,,0,7,12,0,0,12
17300838,List of firsts in Sweden,6168,unprotected,,3632,Fewer than 30 watchers,,1,13,61,0,0,5
7663373,Glengarnock High railway station,6157,unprotected,,2869,Fewer than 30 watchers,,0,19,35,0,0,5
22374185,Mutual Blackbird,6150,unprotected,,3542,Fewer than 30 watchers,,0,23,19,0,0,
20616758,Gobiodon acicularis,6133,unprotected,,1014,Fewer than 30 watchers,,1,30,24,0,0,4
35850154,Atractocerus,6131,unprotected,,3429,Fewer than 30 watchers,,2,36,15,0,0,4
33021242,John Donaldson (painter),6130,unprotected,,1177,Fewer than 30 watchers,,0,18,13,0,0,10
14740015,"Orange Center Historic District (Orange, Massachusetts)",6101,unprotected,,3158,Fewer than 30 watchers,,1,26,34,0,0,7
41830019,Deh Damcheh,6038,unprotected,,1874,Fewer than 30 watchers,,3,3,5,0,0,5
15100401,Gmina Łazy,6014,unprotected,,2437,Fewer than 30 watchers,,3,21,21,1,1,
44925375,Albert C. Jacobs,5985,unprotected,,2508,Fewer than 30 watchers,,2,16,33,0,0,8
19057772,2006 Kyrgyzstan League,5968,unprotected,,3218,Fewer than 30 watchers,,1,10,20,0,0,
20707055,Clément Sawadogo,5964,unprotected,,3056,Fewer than 30 watchers,,3,12,25,0,0,7
13476613,Norderstapel,5952,unprotected,,1130,Fewer than 30 watchers,,0,13,27,0,0,10
29181597,Assistant Bishop of Newcastle,5929,unprotected,,61,Fewer than 30 watchers,,0,0,37,0,0,
30271358,6th Independent Battery Indiana Light Artillery,5921,unprotected,,4632,Fewer than 30 watchers,,0,20,8,0,0,3
7496601,Jerry Golden,5860,unprotected,,1846,Fewer than 30 watchers,,0,26,31,2,1,
40414207,BulbAmerica,5856,unprotected,,1774,Fewer than 30 watchers,,1,19,12,0,0,2
30881071,2011 ITU Triathlon World Cup,5841,unprotected,,10047,Fewer than 30 watchers,,0,14,38,0,0,
4780510,Pablo Herrera,5820,unprotected,,465,Fewer than 30 watchers,,2,21,27,0,0,
46941538,Madelin Riera,5807,unprotected,,3522,Fewer than 30 watchers,,1,21,19,0,0,6
10600649,Giovanni Battista Lama,5799,unprotected,,1716,Fewer than 30 watchers,,2,16,40,0,0,9
47387477,College Football America Yearbook,5798,unprotected,,8137,Fewer than 30 watchers,,0,85,32,5,2,2
11400874,Patsy Callighen,5782,unprotected,,1030,Fewer than 30 watchers,,1,6,30,0,0,3
28935478,Erlach (Hirschaid),5744,unprotected,,6014,Fewer than 30 watchers,,0,16,17,0,0,7
3347726,Steve Doran,5740,unprotected,,3153,Fewer than 30 watchers,,1,10,72,0,0,3
4297133,Gordon Slemon,5720,unprotected,,4158,Fewer than 30 watchers,,2,17,34,1,1,10
38170178,Jim Bredar,5717,unprotected,,8646,Fewer than 30 watchers,,0,20,32,0,0,2
36130118,"Towhidabad, Golestan",5715,unprotected,,1853,Fewer than 30 watchers,,1,13,6,0,0,5
38126855,Grahapati Kokkala inscription,5680,unprotected,,3571,Fewer than 30 watchers,,2,40,30,0,0,
22150345,Mabra,5679,unprotected,,1574,Fewer than 30 watchers,,1,12,20,0,0,4
3281013,Blore with Swinscoe,5677,unprotected,,914,Fewer than 30 watchers,,1,22,19,0,0,7
20900344,Tony Tremlett (bishop),5666,unprotected,,4212,Fewer than 30 watchers,,1,25,50,0,0,6
36070851,Javier Varela,5647,unprotected,,1284,Fewer than 30 watchers,,1,10,16,0,0,4
32549745,Asa P. Robinson,5640,unprotected,,3939,Fewer than 30 watchers,,0,32,31,0,0,6
10933997,Detonator (film),5612,unprotected,,95,Fewer than 30 watchers,,0,4,6,0,0,2
5672232,Got the Thirst,5605,unprotected,,1310,Fewer than 30 watchers,,0,26,17,0,0,6
9030604,Oglakhty,5599,unprotected,,1354,Fewer than 30 watchers,,1,29,33,0,0,5
16880013,Sorochuco District,5593,unprotected,,2801,Fewer than 30 watchers,,0,6,17,0,0,8
32709384,Evgeny Palenga,5585,unprotected,,1240,Fewer than 30 watchers,,0,13,9,0,0,3
34270087,Maurice Françon,5580,unprotected,,2112,Fewer than 30 watchers,,1,14,18,0,0,21
10945495,Samuel Hazan,5547,unprotected,,2456,Fewer than 30 watchers,,1,21,48,0,0,6
39148913,Mountain pine (disambiguation),5530,unprotected,,441,Fewer than 30 watchers,,0,29,6,0,0,
37262182,Bessieres Island,5514,unprotected,,1548,Fewer than 30 watchers,,1,30,24,0,0,
16623945,SS Potsdam,5496,unprotected,,670,Fewer than 30 watchers,,0,46,12,0,0,3
24123225,Stewiacke Valley,5476,unprotected,,1459,Fewer than 30 watchers,,0,24,15,0,0,
28097501,Aloeides aranda,5458,unprotected,,2040,Fewer than 30 watchers,,8,16,24,1,1,5
43203036,Australian Volunteers for International Development,5457,unprotected,,3036,Fewer than 30 watchers,,0,26,38,0,0,5
39572607,"Upper Pohatcong, New Jersey",5432,unprotected,,7073,Fewer than 30 watchers,,1,17,21,0,0,5
15845359,"Meilhan, Landes",5431,unprotected,,1707,Fewer than 30 watchers,,0,12,46,1,1,10
44340282,Railroad Depot Complex,5430,unprotected,,2181,Fewer than 30 watchers,,0,15,17,0,0,5
799708,SciFan,5423,unprotected,,0,Fewer than 30 watchers,,0,0,,,,
34440620,Nikola Spanić,5414,unprotected,,1096,Fewer than 30 watchers,,1,38,21,0,0,2
6226645,Alaska Board of Nursing,5356,unprotected,,614,Fewer than 30 watchers,,1,5,22,0,0,
11164392,Directive for the Establishment and Maintenance of a Security Service,5345,unprotected,,5317,Fewer than 30 watchers,,1,8,28,0,0,
36483296,Tithe Act,5341,unprotected,,1193,Fewer than 30 watchers,,2,7,6,0,0,
28780424,Cabrito Rock,5334,unprotected,,2219,Fewer than 30 watchers,,0,8,18,0,0,4
23720948,George Boyle Hanna,5322,unprotected,,64,Fewer than 30 watchers,,0,9,2,0,0,
47198312,Nigel Costello,5306,unprotected,,3255,Fewer than 30 watchers,,1,19,10,0,0,5
43804708,Belle vie,5304,unprotected,,714,Fewer than 30 watchers,,2,16,10,0,0,
12907540,Polycarpaea caespitosa,5284,unprotected,,1541,Fewer than 30 watchers,,0,11,20,0,0,5
