page_id,page_title,view_count,protection_level,protection_expiry,page_length,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories
14897754,Long Island (Antigua and Barbuda),,,,4559,Fewer than 30 watchers,,3,465,45,0,0,5
36025899,In the Name of Love: A Texas Tragedy,,,,12080,Fewer than 30 watchers,,1,380,61,0,0,3
42137018,On the Way (film),,,,1660,Fewer than 30 watchers,,0,246,10,0,0,6
2370766,Ion beam analysis,,,,23591,Fewer than 30 watchers,,3,149,78,0,0,
2268251,Karen J. Williams,,,,7319,Fewer than 30 watchers,,1,186,86,0,0,5
57790502,Mairwa,,,,3738,Fewer than 30 watchers,,0,128,16,0,0,7
42830622,"Indonesian presidential election, 1999",,,,123,Fewer than 30 watchers,,0,2,37,0,0,3
1178637,Sol M. Wurtzel,,,,7798,Fewer than 30 watchers,,3,227,144,0,0,13
1518234,Model European Parliament,,,,11470,Fewer than 30 watchers,,0,75,86,0,0,4
19719510,Gil Dudson,,,,10497,Fewer than 30 watchers,,0,359,192,0,0,7
1894958,Ergastulum,,,,4552,Fewer than 30 watchers,,1,380,38,0,0,4
48491296,Joe Moore (American football coach),,,,3255,Fewer than 30 watchers,,0,420,18,0,0,2
23204469,Joongdong High School,,,,2639,Fewer than 30 watchers,,0,866,82,1,1,7
30538887,Antwerp (novel),,,,3793,Fewer than 30 watchers,,0,322,30,0,0,
2651745,Robson,,,,1591,Fewer than 30 watchers,,1,121,76,0,0,
19396237,Nuliajuk,,,,4317,Fewer than 30 watchers,,1,859,37,0,0,2
5393917,Silver (Jesu EP),,,,3367,Fewer than 30 watchers,,0,189,88,0,0,5
27816067,RSME,,,,341,Fewer than 30 watchers,,0,272,4,0,0,
876018,Aerial Common Sensor,,,,5138,Fewer than 30 watchers,,1,148,68,1,1,4
47240399,List of former Movistar riders,,,,6532,Fewer than 30 watchers,,0,365,24,0,0,2
8133326,Pasajul Macca-Vilacrosse,,,,2879,Fewer than 30 watchers,,0,227,49,0,0,6
36064717,Sorority Girls (TV series),,,,4103,Fewer than 30 watchers,,0,134,56,0,0,2
23745274,Fothergilla gardenii,,,,4573,Fewer than 30 watchers,,1,196,19,0,0,5
13080221,Penitentiary Act,,,,2403,Fewer than 30 watchers,,0,86,9,0,0,
3940288,Allen I. Olson,,,,5958,Fewer than 30 watchers,,1,216,130,1,1,10
2331491,Reinhold Begas,,,,4820,Fewer than 30 watchers,,0,154,65,0,0,25
8893201,Utica High School (Michigan),,,,5022,Fewer than 30 watchers,,0,151,409,1,1,13
30618500,16 de Septiembre,,,,1959,Fewer than 30 watchers,,1,36,20,0,0,5
44839638,Sushasan Express,,,,4853,Fewer than 30 watchers,,0,50,49,0,0,6
17390660,Jakob Kolletschka,,,,4754,Fewer than 30 watchers,,0,222,65,0,0,9
67744999,Tehrik-e-Istiqlal,,,,79,Fewer than 30 watchers,,0,100,1,0,0,
6517121,Ben Kweller (album),,,,5202,Fewer than 30 watchers,,0,192,84,1,1,5
5678569,Lollar,,,,1428,Fewer than 30 watchers,,0,160,39,1,1,10
16265503,Alois Lutz,,,,788,Fewer than 30 watchers,,0,285,24,0,0,3
11402859,Tetsworth,,,,16306,Fewer than 30 watchers,,0,280,123,9,1,9
7841805,Kotelniki,,,,4262,Fewer than 30 watchers,,2,210,61,0,0,15
16229671,Equal Rights Advocates,,,,10716,Fewer than 30 watchers,,0,77,78,0,0,12
26416380,Bill Cain,,,,6100,Fewer than 30 watchers,,0,139,68,0,0,12
62883244,Giacomo Luigi Ciamician,,,,78,Fewer than 30 watchers,,0,46,1,0,0,
177965,Rakkestad,,,,9936,Fewer than 30 watchers,,2,227,120,0,0,10
16792026,Cecilia Johansdotter of Sweden,,,,7959,Fewer than 30 watchers,,2,208,83,0,0,6
67093374,Çocuq Mərcanlı,,,,77,Fewer than 30 watchers,,0,7,2,0,0,
51992297,Benjy,,,,1435,Fewer than 30 watchers,,0,238,37,0,0,3
48468241,Annie Hawks,,,,7581,Fewer than 30 watchers,,3,340,45,0,0,10
33481716,Rhode Island Interscholastic League,,,,2773,Fewer than 30 watchers,,1,74,34,1,1,5
11202263,David Lloyd (Welsh politician),,,,5536,Fewer than 30 watchers,,2,96,128,0,0,2
23686602,1970 Scottish Cup Final,,,,4895,Fewer than 30 watchers,,0,176,39,0,0,5
31091694,The Boy Who Talked to Badgers,,,,4083,Fewer than 30 watchers,,0,289,45,0,0,4
18265854,Nica's Tempo,,,,6504,Fewer than 30 watchers,,0,193,81,0,0,5
63160937,18 Light Regiment,,,,341,Fewer than 30 watchers,,0,21,2,0,0,
28901711,Slow (Rumer song),,,,3896,Fewer than 30 watchers,,0,176,52,0,0,12
265178,Bengal potatoes,,,,344,Fewer than 30 watchers,,1,38,48,0,0,
32463408,Otto Wallburg,,,,8404,Fewer than 30 watchers,,1,115,144,0,0,12
37045259,1980 Texas Longhorns football team,,,,7631,Fewer than 30 watchers,,3,277,43,0,0,6
42833641,Yusuf Cassim,,,,2235,Fewer than 30 watchers,,0,225,20,0,0,
20525024,ACC–Big Ten Women's Challenge,,,,58100,Fewer than 30 watchers,,5,62,519,1,1,
31855582,You Won't Forget Me,,,,3999,Fewer than 30 watchers,,0,205,27,0,0,5
49658958,Postal codes in American Samoa,,,,36,Fewer than 30 watchers,,0,18,9,0,0,
18793138,Computer game (disambiguation),,,,710,Fewer than 30 watchers,,0,6,29,0,0,
12056817,Bomb Factory (band),,,,5797,Fewer than 30 watchers,,5,156,119,0,0,6
38937179,Jōkyō Monogatari,,,,2502,Fewer than 30 watchers,,1,93,21,0,0,6
41383046,Federico Gino,,,,3198,Fewer than 30 watchers,,1,89,45,0,0,4
126613,"Lenox, New York",,,,9222,Fewer than 30 watchers,,0,186,77,3,1,8
3329538,Interpolation attack,,,,12725,Fewer than 30 watchers,,0,33,37,0,0,3
38039986,Santi Celso e Giuliano,,,,3435,Fewer than 30 watchers,,0,96,37,0,0,6
3572726,John Cushnahan,,,,5220,Fewer than 30 watchers,,3,122,90,0,0,8
56521335,"Alexander de Brus, Earl of Carrick",,,,63,Fewer than 30 watchers,,0,187,1,0,0,
1708818,Marie Stubbs,,,,5069,Fewer than 30 watchers,,1,141,118,0,0,13
27387848,2010–11 Southern Football League,,,,57276,Fewer than 30 watchers,,4,121,343,1,1,2
5312220,American Coalition of Citizens with Disabilities,,,,9093,Fewer than 30 watchers,,1,94,36,2,2,4
20870152,Adam Walker (footballer),,,,6767,Fewer than 30 watchers,,0,120,106,0,0,7
36754379,A Woman of Experience,,,,7001,Fewer than 30 watchers,,0,93,45,0,0,4
3637842,Livingston North railway station,,,,9389,Fewer than 30 watchers,,2,170,189,1,1,13
25562102,Makoto Takeda,,,,2900,Fewer than 30 watchers,,0,149,46,0,0,3
44087724,R. C. Hörsch,,,,18113,Fewer than 30 watchers,,2,167,196,2,1,3
46251723,Bayombong Cathedral,,,,6024,Fewer than 30 watchers,,0,149,30,1,1,4
6223382,Eastern Goldfields,,,,7634,Fewer than 30 watchers,,0,154,52,0,0,6
10389121,Tyler Green (baseball),,,,5337,Fewer than 30 watchers,,1,239,111,3,3,3
26418199,Bill MacPhail,,,,6085,Fewer than 30 watchers,,0,117,58,0,0,2
30156889,Gavin Trippe,,,,17816,Fewer than 30 watchers,,3,76,81,0,0,6
17157507,Karen Atkinson (netball),,,,7043,Fewer than 30 watchers,,1,74,56,4,2,4
67139507,27th Virginia Infantry,,,,92,Fewer than 30 watchers,,0,117,1,0,0,
14895617,R. A. Foakes,,,,2754,Fewer than 30 watchers,,5,31,40,0,0,14
4765753,Pronephric duct,,,,1436,Fewer than 30 watchers,,2,65,19,0,0,
58903529,Polish Air Force Academy,,,,58,Fewer than 30 watchers,,0,44,1,0,0,
1765812,Queenborough railway station,,,,10910,Fewer than 30 watchers,,1,136,87,1,1,10
1078126,Patrick Chapman,,,,7601,Fewer than 30 watchers,,0,56,185,0,0,11
0,On Through the Night World Tour,,,,0,Fewer than 30 watchers,,0,0,,,,
48912755,Bismuth antimonide,,,,8361,Fewer than 30 watchers,,1,152,36,0,0,10
39316193,Algerian (solitaire),,,,2721,Fewer than 30 watchers,,1,150,61,0,0,
64022816,Detroit newspaper strike of 1995–97,,,,100,Fewer than 30 watchers,,0,18,1,0,0,
3430764,Ashot Danielyan,,,,4238,Fewer than 30 watchers,,0,423,63,0,0,4
43312337,Rock Symphonies (David Garrett album),,,,44,Fewer than 30 watchers,,0,83,13,0,0,
5443806,"Horopito, New Zealand",,,,2143,Fewer than 30 watchers,,0,292,37,0,0,7
39608447,Ernest Delahaye,,,,4333,Fewer than 30 watchers,,0,166,36,1,1,26
7442352,Cristiano Cordeiro,,,,10909,Fewer than 30 watchers,,2,122,253,0,0,5
63812731,List of UMass Minutemen in the NFL Draft,,,,133,Fewer than 30 watchers,,0,12,3,0,0,3
12916269,Sesuvium,,,,1971,Fewer than 30 watchers,,0,167,32,0,0,7
10996038,Von Joshua,,,,3979,Fewer than 30 watchers,,0,188,66,0,0,2
9688056,Mount Vaca,,,,4644,Fewer than 30 watchers,,2,81,110,0,0,
21839539,Land of Giants,,,,2577,Fewer than 30 watchers,,0,130,20,0,0,5
5068895,John Gutmann,,,,11657,Fewer than 30 watchers,,2,104,111,0,0,19
11946999,Journal of British Studies,,,,2393,Fewer than 30 watchers,,5,55,56,0,0,5
11073490,Marawara District,,,,2135,Fewer than 30 watchers,,1,189,83,1,1,4
119447,"Kelliher, Minnesota",,,,9360,Fewer than 30 watchers,,1,117,87,0,0,8
7436878,Hungary at the 1912 Summer Olympics,,,,50338,Fewer than 30 watchers,,0,1678,154,0,0,6
13556677,The Guns (band),,,,5935,Fewer than 30 watchers,,1,79,217,0,0,8
40190933,Allan Hornyak,,,,5267,Fewer than 30 watchers,,1,104,24,0,0,3
1138768,Rolf Gindorf,,,,2769,Fewer than 30 watchers,,0,158,197,0,0,14
24388574,Enes,,,,1121,Fewer than 30 watchers,,0,238,31,1,1,3
30015793,Blue Sky Solar Racing,,,,19161,Fewer than 30 watchers,,1,43,138,1,1,4
21331356,Forrest White,,,,1442,Fewer than 30 watchers,,0,88,21,0,0,11
41652373,Riccardo Massi,,,,2189,Fewer than 30 watchers,,0,64,17,0,0,8
3935008,Johannes Vodnianus Campanus,,,,4517,Fewer than 30 watchers,,6,40,110,0,0,24
15007809,Pandit Kanshi Ram,,,,3268,Fewer than 30 watchers,,1,205,33,0,0,5
1083981,Penápolis,,,,5201,Fewer than 30 watchers,,1,155,73,0,0,8
22514340,Fami,,,,1770,Fewer than 30 watchers,,0,43,21,0,0,4
1284813,Suristan,,,,714,Fewer than 30 watchers,,1,60,30,0,0,6
11020357,List of Japanese World War II explosives,,,,3765,Fewer than 30 watchers,,0,121,15,0,0,
10783245,Cleave,,,,703,Fewer than 30 watchers,,2,79,39,1,1,
2876164,Ataun,,,,2839,Fewer than 30 watchers,,0,77,65,0,0,11
49659602,List of UEFA European Championship own goals,,,,18932,Fewer than 30 watchers,,0,1199,221,1,1,2
27178040,Cathryn Humphris,,,,3313,Fewer than 30 watchers,,2,80,25,0,0,5
47578258,Wakeby distribution,,,,7274,Fewer than 30 watchers,,0,105,74,0,0,7
17984532,Fred Forman,,,,11384,Fewer than 30 watchers,,0,39,45,0,0,4
35093844,Kateřina Winterová,,,,4426,Fewer than 30 watchers,,1,78,51,2,2,13
3625538,Anahim Lake Airport,,,,2387,Fewer than 30 watchers,,1,69,48,0,0,4
8190571,Germinal epithelium,,,,542,Fewer than 30 watchers,,2,29,6,0,0,
24674516,Church of Scientology v. Sweden,,,,2213,Fewer than 30 watchers,,0,70,16,0,0,
7764306,Gas Retort House,,,,3798,Fewer than 30 watchers,,0,55,59,0,0,5
5291226,Roberval and Saguenay Railway,,,,874,Fewer than 30 watchers,,6,82,34,0,0,3
27484113,Ales Michalevic,,,,9636,Fewer than 30 watchers,,3,129,82,0,0,15
33895160,One Man's Bible,,,,11436,Fewer than 30 watchers,,3,147,34,0,0,
55702537,Kimiyasu Kudoh,,,,44,Fewer than 30 watchers,,0,55,1,0,0,
15799229,The Dead Sleep Easy,,,,7227,Fewer than 30 watchers,,0,112,58,0,0,9
20236964,I Used to Be an Animal,,,,3260,Fewer than 30 watchers,,2,150,39,0,0,9
44934631,2015 Connacht Senior Football Championship,,,,11264,Fewer than 30 watchers,,0,99,84,0,0,
8984839,Calliaqua,,,,2378,Fewer than 30 watchers,,0,134,23,0,0,7
40403698,Kim Seong-yeon,,,,5484,Fewer than 30 watchers,,1,586,46,3,3,4
25340584,Kathryn McGee,,,,11497,Fewer than 30 watchers,,1,55,71,0,0,5
47546694,Kevin Swanson,,,,443,Fewer than 30 watchers,,1,20,10,0,0,
14427463,GPR25,,,,1852,Fewer than 30 watchers,,1,10,24,0,0,
25001251,Teemu Sippo,,,,7176,Fewer than 30 watchers,,0,102,85,0,0,4
40423794,List of churches in Sogn og Fjordane,,,,43,Fewer than 30 watchers,,0,3,32,0,0,
9725695,Teruo Akiyama,,,,9148,Fewer than 30 watchers,,0,171,61,0,0,
12378138,John Birt (footballer),,,,3684,Fewer than 30 watchers,,0,120,78,0,0,8
8545507,Shivaji Education Society,,,,3678,Fewer than 30 watchers,,1,154,41,0,0,5
17155438,Bedminster Township School District,,,,7710,Fewer than 30 watchers,,0,71,56,0,0,
18789803,Karl Wien,,,,2762,Fewer than 30 watchers,,0,90,35,1,1,8
42530140,Peter Homa,,,,3463,Fewer than 30 watchers,,1,103,30,0,0,4
21017955,Joan Brosnan Walsh,,,,9708,Fewer than 30 watchers,,0,116,84,1,1,5
9977464,3rd Grey Cup,,,,3004,Fewer than 30 watchers,,1,41,51,0,0,
10506361,Mario Muscat,,,,10242,Fewer than 30 watchers,,0,140,180,0,0,11
376635,Thomas Talfourd,,,,9583,Fewer than 30 watchers,,5,105,120,0,0,25
1530666,William Allan Neilson,,,,5648,Fewer than 30 watchers,,1,113,62,0,0,26
25838919,List of Finnish films of the 2010s,,,,8382,Fewer than 30 watchers,,1,201,66,0,0,5
5130750,Sobotka,,,,3807,Fewer than 30 watchers,,0,90,46,0,0,11
23862478,Madurai-North taluk,,,,1007,Fewer than 30 watchers,,2,312,22,0,0,3
12375292,Las Vegas Garden of Love,,,,2040,Fewer than 30 watchers,,1,30,34,0,0,4
9917147,Lamin B2,,,,5794,Fewer than 30 watchers,,3,56,17,0,0,
2617303,Heinrich Paulus,,,,4127,Fewer than 30 watchers,,2,146,55,0,0,18
18837539,Miss Colombia 1999,,,,4247,Fewer than 30 watchers,,0,101,28,0,0,
47138384,Bridgewater Jerry,,,,1590,Fewer than 30 watchers,,0,130,17,0,0,
5999907,Mika Kawamura,,,,899,Fewer than 30 watchers,,2,130,44,0,0,8
37860354,Kund Park,,,,4763,Fewer than 30 watchers,,0,119,30,0,0,3
0,Robin Weisse,,,,0,Fewer than 30 watchers,,0,0,,,,
12674965,Hugh Edwards (journalist),,,,5317,Fewer than 30 watchers,,0,125,64,0,0,15
20816187,Vilar Formoso,,,,3506,Fewer than 30 watchers,,0,209,36,0,0,8
33301481,Transmission curve,,,,3218,Fewer than 30 watchers,,1,70,30,0,0,8
48857527,Hebrews 2,,,,9333,Fewer than 30 watchers,,2,92,41,0,0,
5994190,Fenice,,,,294,Fewer than 30 watchers,,1,69,14,0,0,
1183719,Eastgate,,,,1835,Fewer than 30 watchers,,2,132,80,3,2,
1125651,Gerry Sayer,,,,8096,Fewer than 30 watchers,,0,89,72,1,1,6
372560,Upper Walthamstow,,,,25,Fewer than 30 watchers,,0,20,51,0,0,
14668566,Cantenac,,,,2477,Fewer than 30 watchers,,1,54,54,0,0,10
47248582,Macro Manuscript,,,,10524,Fewer than 30 watchers,,0,57,29,0,0,4
776313,Machine Gun (band),,,,1990,Fewer than 30 watchers,,0,103,45,0,0,7
20273119,Captain Eager and the Mark of Voth,,,,2265,Fewer than 30 watchers,,2,122,30,1,1,3
6701680,Novedrate,,,,5171,Fewer than 30 watchers,,0,71,40,0,0,13
6112816,Garey Bridges,,,,3672,Fewer than 30 watchers,,0,64,31,0,0,4
33313977,Double Denim Records,,,,2059,Fewer than 30 watchers,,1,45,25,0,0,6
27837630,Edwin M. Martin,,,,8925,Fewer than 30 watchers,,1,87,51,0,0,10
15589345,WPAX,,,,7884,Fewer than 30 watchers,,1,78,38,0,0,2
5860186,Multiburst,,,,2990,Fewer than 30 watchers,,0,63,28,0,0,
18925631,Wheelchair racing at the Olympics,,,,10355,Fewer than 30 watchers,,3,799,19,0,0,
39614407,Tales from the Vienna Woods (1979 film),,,,3305,Fewer than 30 watchers,,0,103,29,0,0,6
12117362,Musée zoologique de la ville de Strasbourg,,,,2850,Fewer than 30 watchers,,3,79,60,0,0,8
54520727,Bishop of Condom,,,,63,Fewer than 30 watchers,,0,42,1,0,0,
24148086,NFL Country,,,,3457,Fewer than 30 watchers,,0,41,24,0,0,5
34510230,Sadhu Priya Das,,,,3696,Fewer than 30 watchers,,1,62,31,0,0,3
22836451,Sopwith Grasshopper,,,,2955,Fewer than 30 watchers,,0,93,22,0,0,
13615853,Kara Miller,,,,3615,Fewer than 30 watchers,,2,66,99,2,1,5
6790948,Jhyali,,,,2031,Fewer than 30 watchers,,0,211,39,0,0,4
341312,Xiamen Special Economic Zone,,,,1391,Fewer than 30 watchers,,0,67,24,0,0,3
23574596,In the Springtime of the Year,,,,1971,Fewer than 30 watchers,,0,47,30,0,0,4
27565920,Michael Craig,,,,608,Fewer than 30 watchers,,5,73,21,1,1,
25858615,Rodger Dean Duncan,,,,8605,Fewer than 30 watchers,,1,42,90,3,3,14
60534887,SLC7A1,,,,78,Fewer than 30 watchers,,0,20,1,0,0,
9669896,Virtual Global University,,,,6427,Fewer than 30 watchers,,0,158,71,0,0,4
6557089,Villafalletto,,,,2346,Fewer than 30 watchers,,0,87,45,0,0,9
23462281,"Round Hill, Alberta",,,,7014,Fewer than 30 watchers,,2,75,29,0,0,4
16793427,"La Plata, Utah",,,,7329,Fewer than 30 watchers,,0,93,40,0,0,4
20082902,Augustin Senghor,,,,1391,Fewer than 30 watchers,,0,330,14,1,1,2
13261527,Bill Anderton,,,,10924,Fewer than 30 watchers,,1,77,71,0,0,6
3216889,Beejamandal,,,,5660,Fewer than 30 watchers,,1,161,58,0,0,7
44867402,Dor Hugi,,,,5045,Fewer than 30 watchers,,1,691,70,1,1,3
43791598,You Can't Beat Love,,,,5366,Fewer than 30 watchers,,0,46,19,0,0,3
3674841,Shock Jock,,,,3930,Fewer than 30 watchers,,0,69,37,0,0,6
22713281,Yara Amaral,,,,2699,Fewer than 30 watchers,,0,87,56,0,0,19
9816481,Blinded Black,,,,3124,Fewer than 30 watchers,,4,54,127,0,0,7
23103875,Sebastian Petrycy,,,,5032,Fewer than 30 watchers,,0,71,45,0,0,11
27082111,Murray Auto Group,,,,5698,Fewer than 30 watchers,,1,56,59,0,0,3
36768724,Sherman Williams,,,,365,Fewer than 30 watchers,,2,28,6,0,0,
12152728,Uuno Turhapuro (film),,,,2873,Fewer than 30 watchers,,0,70,45,0,0,4
6082149,HMS Porlock Bay (K650),,,,8481,Fewer than 30 watchers,,8,61,50,0,0,2
45057199,John Cato,,,,25828,Fewer than 30 watchers,,2,37,190,0,0,8
39972090,Maui Nui large-billed moa-nalo,,,,2713,Fewer than 30 watchers,,4,105,24,0,0,4
36840339,Laban notation symbols,,,,12655,Fewer than 30 watchers,,1,82,55,0,0,8
4995794,Rasul Kudayev,,,,9730,Fewer than 30 watchers,,8,238,89,0,0,5
21535068,Eva Ngui,,,,13912,Fewer than 30 watchers,,0,33,72,3,1,6
11964803,Rainbow Falls (Rutherford County),,,,2351,Fewer than 30 watchers,,0,73,21,0,0,
4251572,Frank S. Niceley,,,,6936,Fewer than 30 watchers,,4,40,83,0,0,3
37814521,Morris Industrial School for Indians,,,,14562,Fewer than 30 watchers,,1,363,41,0,0,13
58177810,Dmitri Belorukov,,,,47,Fewer than 30 watchers,,0,15,1,0,0,
43426284,El cuarto mandamiento,,,,1472,Fewer than 30 watchers,,0,43,10,0,0,
5811291,Thiruvenkatam,,,,3848,Fewer than 30 watchers,,1,186,67,0,0,9
25916220,Marcelo Palau,,,,3287,Fewer than 30 watchers,,0,25,66,0,0,4
14847698,Asahi University,,,,990,Fewer than 30 watchers,,0,65,24,0,0,10
9016680,Yellow-crowned canary,,,,2376,Fewer than 30 watchers,,2,97,30,0,0,4
22026811,Mario Valenzuela,,,,2892,Fewer than 30 watchers,,0,36,35,0,0,4
39925660,Lejana como el viento,,,,6220,Fewer than 30 watchers,,0,61,22,0,0,2
32893939,John Clendenin,,,,5159,Fewer than 30 watchers,,3,29,48,0,0,5
40686125,Vaterlandslied,,,,7676,Fewer than 30 watchers,,1,42,23,0,0,2
134907,"Badger, South Dakota",,,,11369,Fewer than 30 watchers,,1,74,94,0,0,4
13981134,Bill Root (bridge),,,,6073,Fewer than 30 watchers,,1,53,75,0,0,10
2207525,Terziere,,,,1508,Fewer than 30 watchers,,0,59,15,0,0,5
41263448,Sonchus palmensis,,,,1986,Fewer than 30 watchers,,0,83,18,0,0,4
2595372,Quick (newspaper),,,,2559,Fewer than 30 watchers,,0,25,85,0,0,3
40247706,Push Any Button,,,,2852,Fewer than 30 watchers,,0,76,18,0,0,7
21508322,Gravy (entertainer),,,,2204,Fewer than 30 watchers,,0,104,28,0,0,3
17518536,Ludwig Bausch,,,,2640,Fewer than 30 watchers,,1,53,58,0,0,4
5989194,Ion Jalea,,,,12075,Fewer than 30 watchers,,0,141,115,0,0,13
24479270,Operation Crooked Code,,,,6007,Fewer than 30 watchers,,1,63,28,0,0,3
25929179,Simon-Joseph Pellegrin,,,,9484,Fewer than 30 watchers,,3,34,51,1,1,20
10959298,Reichsfilmarchiv,,,,3110,Fewer than 30 watchers,,1,123,38,0,0,4
24210765,Odomanti,,,,3456,Fewer than 30 watchers,,4,80,44,0,0,4
1781119,Domenico Ferrata,,,,5695,Fewer than 30 watchers,,1,71,84,0,0,12
7722792,La Gran Colombia University,,,,2085,Fewer than 30 watchers,,4,69,37,0,0,6
25424660,Armstrong County Sheriff's Office (Texas),,,,1662,Fewer than 30 watchers,,0,60,33,0,0,5
9772522,Chart Sutton,,,,2926,Fewer than 30 watchers,,0,65,50,0,0,6
31016387,Greek industrial railways,,,,6606,Fewer than 30 watchers,,0,94,26,0,0,3
0,Tacito Augusto Farias,,,,0,Fewer than 30 watchers,,0,12,,,,
18158229,Going Down for the Third Time,,,,2092,Fewer than 30 watchers,,1,62,28,0,0,10
7909746,Stadio Giovanni Celeste,,,,2444,Fewer than 30 watchers,,1,83,40,0,0,3
19895540,"Lots More Blues, Rags and Hollers",,,,5573,Fewer than 30 watchers,,0,105,42,0,0,5
49202536,Joakim Hykkerud,,,,2854,Fewer than 30 watchers,,1,64,29,0,0,6
6010927,Bobby Digital Presents Northstar,,,,3278,Fewer than 30 watchers,,0,59,42,0,0,5
33196979,Castle of Faria,,,,11361,Fewer than 30 watchers,,1,81,36,0,0,3
10057205,Agnese di Montefeltro,,,,2937,Fewer than 30 watchers,,2,116,45,0,0,
5318478,Purari language,,,,5176,Fewer than 30 watchers,,7,55,78,0,0,
1988333,Motion and amendment (election),,,,3392,Fewer than 30 watchers,,0,16,17,0,0,2
1127604,Shelbourne United F.C.,,,,5228,Fewer than 30 watchers,,1,87,45,0,0,2
13835712,Cryptocoryne undulata,,,,2289,Fewer than 30 watchers,,0,76,22,0,0,3
5250101,Scum Pups,,,,5862,Fewer than 30 watchers,,0,62,100,0,0,6
3154274,Spirodela punctata,,,,1462,Fewer than 30 watchers,,3,61,43,0,0,6
48148544,Bolero (magazine),,,,3909,Fewer than 30 watchers,,1,37,31,2,1,5
5918591,Thomas de Lundin,,,,4766,Fewer than 30 watchers,,1,109,26,0,0,
48556642,Li Baohua,,,,2581,Fewer than 30 watchers,,1,231,24,0,0,6
38338161,Cadmium tetrafluoroborate,,,,16599,Fewer than 30 watchers,,0,30,51,0,0,12
13813194,"Columbia Township, Whitley County, Indiana",,,,5427,Fewer than 30 watchers,,0,82,39,0,0,4
39710886,Amr Darrag,,,,8604,Fewer than 30 watchers,,0,33,86,0,0,4
11252871,Das Märchen von der schönen Lilie,,,,6962,Fewer than 30 watchers,,2,23,68,0,0,5
30111015,Adriano De Pierro,,,,4567,Fewer than 30 watchers,,0,42,33,0,0,9
43468338,Foothills School Division No. 38,,,,1165,Fewer than 30 watchers,,0,46,18,0,0,
15462443,William Libbey,,,,6591,Fewer than 30 watchers,,2,75,54,0,0,16
38348515,Rolling Stone Australia Awards,,,,5787,Fewer than 30 watchers,,0,70,21,0,0,3
15291119,Loan credit default swap index,,,,3368,Fewer than 30 watchers,,2,41,38,0,0,
27849037,Laitse,,,,2580,Fewer than 30 watchers,,0,49,22,2,1,4
1229196,Baden Teague,,,,3810,Fewer than 30 watchers,,0,30,68,1,1,10
0,"Barnes Settlement, California",,,,0,Fewer than 30 watchers,,0,0,,,,
10892441,SBMA,,,,125,Fewer than 30 watchers,,1,24,14,0,0,
5184027,2006 in basketball,,,,19593,Fewer than 30 watchers,,0,34,173,0,0,
30756779,No. 345 Squadron RAF,,,,3136,Fewer than 30 watchers,,2,34,13,0,0,7
59287664,"Belgian general election, 1958",,,,60,Fewer than 30 watchers,,0,6,1,0,0,
17146489,"Gómez Farías Municipality, Tamaulipas",,,,4442,Fewer than 30 watchers,,1,51,50,0,0,3
41646070,Ethel Rojo,,,,2337,Fewer than 30 watchers,,0,551,21,1,1,9
30699765,Descent into Chaos (Legion of the Damned album),,,,3011,Fewer than 30 watchers,,2,40,51,0,0,7
2149521,Il Demonio Nera,,,,2303,Fewer than 30 watchers,,0,46,39,0,0,8
34315924,Alan Clyne,,,,2799,Fewer than 30 watchers,,0,72,44,0,0,6
44504711,Adam Baal Shem,,,,5273,Fewer than 30 watchers,,0,212,58,40,2,11
12195071,Bochali,,,,1524,Fewer than 30 watchers,,7,213,35,0,0,5
37513635,Khadija Sharife,,,,2148,Fewer than 30 watchers,,1,67,34,0,0,8
40123985,Creative and Media Studio School,,,,2748,Fewer than 30 watchers,,3,14,27,0,0,9
24832116,"Robert Hermon-Hodge, 1st Baron Wyfold",,,,9564,Fewer than 30 watchers,,9,44,79,0,0,7
9532032,Corson,,,,696,Fewer than 30 watchers,,1,141,35,0,0,
30946717,Parliamentary Council,,,,3353,Fewer than 30 watchers,,0,45,13,0,0,4
33716841,The Goodnight,,,,4739,Fewer than 30 watchers,,0,42,35,0,0,6
11786693,Arenas de Iguña,,,,3583,Fewer than 30 watchers,,1,75,46,0,0,6
43956925,Todd D. Little,,,,5684,Fewer than 30 watchers,,0,46,26,0,0,23
7032739,Bikash Chowdhury,,,,3064,Fewer than 30 watchers,,0,159,51,0,0,9
11321469,Piastres affair,,,,2878,Fewer than 30 watchers,,1,62,30,0,0,4
1320557,KDP (disambiguation),,,,743,Fewer than 30 watchers,,1,66,58,0,0,
27421348,Galion Municipal Airport,,,,3207,Fewer than 30 watchers,,0,28,16,0,0,
12807286,Stucley baronets,,,,2228,Fewer than 30 watchers,,3,84,31,1,1,2
37640331,I Kill,,,,2688,Fewer than 30 watchers,,2,84,39,0,0,12
15439395,Kesseldorf,,,,4501,Fewer than 30 watchers,,0,22,72,0,0,14
16755122,1910–11 Montreal Canadiens season,,,,7134,Fewer than 30 watchers,,2,36,63,0,0,2
6226027,Waddell Barnes Botanical Gardens,,,,1391,Fewer than 30 watchers,,0,25,19,0,0,2
20152869,Natércia,,,,2251,Fewer than 30 watchers,,1,24,47,0,0,4
43046930,"St Joseph's Catholic School, Laverstock",,,,2196,Fewer than 30 watchers,,2,50,29,0,0,9
25837153,Ole Eirik Lerøy,,,,1530,Fewer than 30 watchers,,2,35,12,0,0,4
